subject,predicate,object
Pneumonia,HAS_SYMPTOM,high_fever
Pneumonia,HAS_SYMPTOM,breathlessness
Pneumonia,HAS_SYMPTOM,sweating
Pneumonia,HAS_SYMPTOM,malaise
Pneumonia,HAS_SYMPTOM,phlegm
Pneumonia,HAS_SYMPTOM,chest_pain
Pneumonia,HAS_SYMPTOM,fast_heart_rate
Pneumonia,HAS_SYMPTOM,rusty_sputum
Pneumonia,HAS_SYMPTOM,fatigue
Pneumonia,HAS_SYMPTOM,cough
Pneumonia,HAS_SYMPTOM,high_fever
Pneumonia,HAS_SYMPTOM,breathlessness
Pneumonia,HAS_SYMPTOM,sweating
Pneumonia,HAS_SYMPTOM,malaise
Pneumonia,HAS_SYMPTOM,phlegm
Pneumonia,HAS_SYMPTOM,chest_pain
Pneumonia,HAS_SYMPTOM,fast_heart_rate
Pneumonia,HAS_SYMPTOM,rusty_sputum
Pneumonia,HAS_SYMPTOM,chills
Pneumonia,HAS_SYMPTOM,cough
Pneumonia,HAS_SYMPTOM,high_fever
Pneumonia,HAS_SYMPTOM,breathlessness
Pneumonia,HAS_SYMPTOM,sweating
Pneumonia,HAS_SYMPTOM,malaise
Pneumonia,HAS_SYMPTOM,phlegm
Pneumonia,HAS_SYMPTOM,chest_pain
Pneumonia,HAS_SYMPTOM,fast_heart_rate
Pneumonia,HAS_SYMPTOM,rusty_sputum
Pneumonia,HAS_SYMPTOM,chills
Pneumonia,HAS_SYMPTOM,fatigue
Pneumonia,HAS_SYMPTOM,high_fever
Pneumonia,HAS_SYMPTOM,breathlessness
Pneumonia,HAS_SYMPTOM,sweating
Pneumonia,HAS_SYMPTOM,malaise
Pneumonia,HAS_SYMPTOM,phlegm
Pneumonia,HAS_SYMPTOM,chest_pain
Pneumonia,HAS_SYMPTOM,fast_heart_rate
Pneumonia,HAS_SYMPTOM,rusty_sputum
Pneumonia,HAS_SYMPTOM,chills
Pneumonia,HAS_SYMPTOM,fatigue
Pneumonia,HAS_SYMPTOM,cough
Pneumonia,HAS_SYMPTOM,breathlessness
Pneumonia,HAS_SYMPTOM,sweating
Pneumonia,HAS_SYMPTOM,malaise
Pneumonia,HAS_SYMPTOM,phlegm
Pneumonia,HAS_SYMPTOM,chest_pain
Pneumonia,HAS_SYMPTOM,fast_heart_rate
Pneumonia,HAS_SYMPTOM,rusty_sputum
Pneumonia,HAS_SYMPTOM,chills
Pneumonia,HAS_SYMPTOM,fatigue
Pneumonia,HAS_SYMPTOM,cough
Pneumonia,HAS_SYMPTOM,high_fever
Pneumonia,HAS_SYMPTOM,sweating
Pneumonia,HAS_SYMPTOM,malaise
Pneumonia,HAS_SYMPTOM,phlegm
Pneumonia,HAS_SYMPTOM,chest_pain
Pneumonia,HAS_SYMPTOM,fast_heart_rate
Pneumonia,HAS_SYMPTOM,rusty_sputum
Pneumonia,HAS_SYMPTOM,chills
Pneumonia,HAS_SYMPTOM,fatigue
Pneumonia,HAS_SYMPTOM,cough
Pneumonia,HAS_SYMPTOM,high_fever
Pneumonia,HAS_SYMPTOM,breathlessness
Pneumonia,HAS_SYMPTOM,malaise
Pneumonia,HAS_SYMPTOM,phlegm
Pneumonia,HAS_SYMPTOM,chest_pain
Pneumonia,HAS_SYMPTOM,fast_heart_rate
Pneumonia,HAS_SYMPTOM,rusty_sputum
Pneumonia,HAS_SYMPTOM,chills
Pneumonia,HAS_SYMPTOM,fatigue
Pneumonia,HAS_SYMPTOM,cough
Pneumonia,HAS_SYMPTOM,high_fever
Pneumonia,HAS_SYMPTOM,breathlessness
Pneumonia,HAS_SYMPTOM,sweating
Pneumonia,HAS_SYMPTOM,phlegm
Pneumonia,HAS_SYMPTOM,chest_pain
Pneumonia,HAS_SYMPTOM,fast_heart_rate
Pneumonia,HAS_SYMPTOM,rusty_sputum
Dimorphic hemmorhoids(piles),HAS_SYMPTOM,constipation
Dimorphic hemmorhoids(piles),HAS_SYMPTOM,pain_during_bowel_movements
Dimorphic hemmorhoids(piles),HAS_SYMPTOM,pain_in_anal_region
Dimorphic hemmorhoids(piles),HAS_SYMPTOM,bloody_stool
Dimorphic hemmorhoids(piles),HAS_SYMPTOM,irritation_in_anus
Dimorphic hemmorhoids(piles),HAS_SYMPTOM,constipation
Dimorphic hemmorhoids(piles),HAS_SYMPTOM,pain_during_bowel_movements
Dimorphic hemmorhoids(piles),HAS_SYMPTOM,pain_in_anal_region
Dimorphic hemmorhoids(piles),HAS_SYMPTOM,bloody_stool
Dimorphic hemmorhoids(piles),HAS_SYMPTOM,irritation_in_anus
Dimorphic hemmorhoids(piles),HAS_SYMPTOM,constipation
Dimorphic hemmorhoids(piles),HAS_SYMPTOM,pain_during_bowel_movements
Dimorphic hemmorhoids(piles),HAS_SYMPTOM,pain_in_anal_region
Dimorphic hemmorhoids(piles),HAS_SYMPTOM,bloody_stool
Dimorphic hemmorhoids(piles),HAS_SYMPTOM,irritation_in_anus
Dimorphic hemmorhoids(piles),HAS_SYMPTOM,pain_during_bowel_movements
Dimorphic hemmorhoids(piles),HAS_SYMPTOM,pain_in_anal_region
Dimorphic hemmorhoids(piles),HAS_SYMPTOM,bloody_stool
Dimorphic hemmorhoids(piles),HAS_SYMPTOM,irritation_in_anus
Dimorphic hemmorhoids(piles),HAS_SYMPTOM,constipation
Dimorphic hemmorhoids(piles),HAS_SYMPTOM,pain_in_anal_region
Dimorphic hemmorhoids(piles),HAS_SYMPTOM,bloody_stool
Dimorphic hemmorhoids(piles),HAS_SYMPTOM,irritation_in_anus
Dimorphic hemmorhoids(piles),HAS_SYMPTOM,constipation
Dimorphic hemmorhoids(piles),HAS_SYMPTOM,pain_during_bowel_movements
Dimorphic hemmorhoids(piles),HAS_SYMPTOM,bloody_stool
Dimorphic hemmorhoids(piles),HAS_SYMPTOM,irritation_in_anus
Dimorphic hemmorhoids(piles),HAS_SYMPTOM,constipation
Dimorphic hemmorhoids(piles),HAS_SYMPTOM,pain_during_bowel_movements
Dimorphic hemmorhoids(piles),HAS_SYMPTOM,pain_in_anal_region
Dimorphic hemmorhoids(piles),HAS_SYMPTOM,irritation_in_anus
Dimorphic hemmorhoids(piles),HAS_SYMPTOM,constipation
Dimorphic hemmorhoids(piles),HAS_SYMPTOM,pain_during_bowel_movements
Dimorphic hemmorhoids(piles),HAS_SYMPTOM,pain_in_anal_region
Dimorphic hemmorhoids(piles),HAS_SYMPTOM,bloody_stool
Dimorphic hemmorhoids(piles),HAS_SYMPTOM,constipation
Dimorphic hemmorhoids(piles),HAS_SYMPTOM,pain_during_bowel_movements
Dimorphic hemmorhoids(piles),HAS_SYMPTOM,pain_in_anal_region
Dimorphic hemmorhoids(piles),HAS_SYMPTOM,bloody_stool
Dimorphic hemmorhoids(piles),HAS_SYMPTOM,irritation_in_anus
Dimorphic hemmorhoids(piles),HAS_SYMPTOM,constipation
Dimorphic hemmorhoids(piles),HAS_SYMPTOM,pain_during_bowel_movements
Dimorphic hemmorhoids(piles),HAS_SYMPTOM,pain_in_anal_region
Dimorphic hemmorhoids(piles),HAS_SYMPTOM,bloody_stool
Dimorphic hemmorhoids(piles),HAS_SYMPTOM,irritation_in_anus
Heart attack,HAS_SYMPTOM,vomiting
Heart attack,HAS_SYMPTOM,breathlessness
Heart attack,HAS_SYMPTOM,sweating
Heart attack,HAS_SYMPTOM,chest_pain
Heart attack,HAS_SYMPTOM,vomiting
Heart attack,HAS_SYMPTOM,breathlessness
Heart attack,HAS_SYMPTOM,sweating
Heart attack,HAS_SYMPTOM,chest_pain
Heart attack,HAS_SYMPTOM,breathlessness
Heart attack,HAS_SYMPTOM,sweating
Heart attack,HAS_SYMPTOM,chest_pain
Heart attack,HAS_SYMPTOM,vomiting
Heart attack,HAS_SYMPTOM,sweating
Heart attack,HAS_SYMPTOM,chest_pain
Heart attack,HAS_SYMPTOM,vomiting
Heart attack,HAS_SYMPTOM,breathlessness
Heart attack,HAS_SYMPTOM,chest_pain
Heart attack,HAS_SYMPTOM,vomiting
Heart attack,HAS_SYMPTOM,breathlessness
Heart attack,HAS_SYMPTOM,sweating
Heart attack,HAS_SYMPTOM,vomiting
Heart attack,HAS_SYMPTOM,breathlessness
Heart attack,HAS_SYMPTOM,sweating
Heart attack,HAS_SYMPTOM,chest_pain
Heart attack,HAS_SYMPTOM,breathlessness
Heart attack,HAS_SYMPTOM,sweating
Heart attack,HAS_SYMPTOM,chest_pain
Heart attack,HAS_SYMPTOM,vomiting
Heart attack,HAS_SYMPTOM,sweating
Heart attack,HAS_SYMPTOM,chest_pain
Heart attack,HAS_SYMPTOM,vomiting
Heart attack,HAS_SYMPTOM,breathlessness
Heart attack,HAS_SYMPTOM,chest_pain
Varicose veins,HAS_SYMPTOM,fatigue
Varicose veins,HAS_SYMPTOM,cramps
Varicose veins,HAS_SYMPTOM,bruising
Varicose veins,HAS_SYMPTOM,obesity
Varicose veins,HAS_SYMPTOM,swollen_legs
Varicose veins,HAS_SYMPTOM,swollen_blood_vessels
Varicose veins,HAS_SYMPTOM,prominent_veins_on_calf
Varicose veins,HAS_SYMPTOM,fatigue
Varicose veins,HAS_SYMPTOM,cramps
Varicose veins,HAS_SYMPTOM,bruising
Varicose veins,HAS_SYMPTOM,obesity
Varicose veins,HAS_SYMPTOM,swollen_legs
Varicose veins,HAS_SYMPTOM,swollen_blood_vessels
Varicose veins,HAS_SYMPTOM,prominent_veins_on_calf
Varicose veins,HAS_SYMPTOM,cramps
Varicose veins,HAS_SYMPTOM,bruising
Varicose veins,HAS_SYMPTOM,obesity
Varicose veins,HAS_SYMPTOM,swollen_legs
Varicose veins,HAS_SYMPTOM,swollen_blood_vessels
Varicose veins,HAS_SYMPTOM,prominent_veins_on_calf
Varicose veins,HAS_SYMPTOM,fatigue
Varicose veins,HAS_SYMPTOM,bruising
Varicose veins,HAS_SYMPTOM,obesity
Varicose veins,HAS_SYMPTOM,swollen_legs
Varicose veins,HAS_SYMPTOM,swollen_blood_vessels
Varicose veins,HAS_SYMPTOM,prominent_veins_on_calf
Varicose veins,HAS_SYMPTOM,fatigue
Varicose veins,HAS_SYMPTOM,cramps
Varicose veins,HAS_SYMPTOM,obesity
Varicose veins,HAS_SYMPTOM,swollen_legs
Varicose veins,HAS_SYMPTOM,swollen_blood_vessels
Varicose veins,HAS_SYMPTOM,prominent_veins_on_calf
Varicose veins,HAS_SYMPTOM,fatigue
Varicose veins,HAS_SYMPTOM,cramps
Varicose veins,HAS_SYMPTOM,bruising
Varicose veins,HAS_SYMPTOM,swollen_legs
Varicose veins,HAS_SYMPTOM,swollen_blood_vessels
Varicose veins,HAS_SYMPTOM,prominent_veins_on_calf
Varicose veins,HAS_SYMPTOM,fatigue
Varicose veins,HAS_SYMPTOM,cramps
Varicose veins,HAS_SYMPTOM,bruising
Varicose veins,HAS_SYMPTOM,obesity
Varicose veins,HAS_SYMPTOM,swollen_blood_vessels
Varicose veins,HAS_SYMPTOM,prominent_veins_on_calf
Varicose veins,HAS_SYMPTOM,fatigue
Varicose veins,HAS_SYMPTOM,cramps
Varicose veins,HAS_SYMPTOM,bruising
Varicose veins,HAS_SYMPTOM,obesity
Varicose veins,HAS_SYMPTOM,swollen_legs
Varicose veins,HAS_SYMPTOM,prominent_veins_on_calf
Varicose veins,HAS_SYMPTOM,fatigue
Varicose veins,HAS_SYMPTOM,cramps
Varicose veins,HAS_SYMPTOM,bruising
Varicose veins,HAS_SYMPTOM,obesity
Varicose veins,HAS_SYMPTOM,swollen_legs
Varicose veins,HAS_SYMPTOM,swollen_blood_vessels
Varicose veins,HAS_SYMPTOM,fatigue
Varicose veins,HAS_SYMPTOM,cramps
Varicose veins,HAS_SYMPTOM,bruising
Varicose veins,HAS_SYMPTOM,obesity
Varicose veins,HAS_SYMPTOM,swollen_legs
Varicose veins,HAS_SYMPTOM,prominent_veins_on_calf
Hypothyroidism,HAS_SYMPTOM,fatigue
Hypothyroidism,HAS_SYMPTOM,weight_gain
Hypothyroidism,HAS_SYMPTOM,cold_hands_and_feets
Hypothyroidism,HAS_SYMPTOM,mood_swings
Hypothyroidism,HAS_SYMPTOM,lethargy
Hypothyroidism,HAS_SYMPTOM,dizziness
Hypothyroidism,HAS_SYMPTOM,puffy_face_and_eyes
Hypothyroidism,HAS_SYMPTOM,enlarged_thyroid
Hypothyroidism,HAS_SYMPTOM,brittle_nails
Hypothyroidism,HAS_SYMPTOM,swollen_extremeties
Hypothyroidism,HAS_SYMPTOM,depression
Hypothyroidism,HAS_SYMPTOM,irritability
Hypothyroidism,HAS_SYMPTOM,abnormal_menstruation
Hypothyroidism,HAS_SYMPTOM,fatigue
Hypothyroidism,HAS_SYMPTOM,weight_gain
Hypothyroidism,HAS_SYMPTOM,cold_hands_and_feets
Hypothyroidism,HAS_SYMPTOM,mood_swings
Hypothyroidism,HAS_SYMPTOM,lethargy
Hypothyroidism,HAS_SYMPTOM,dizziness
Hypothyroidism,HAS_SYMPTOM,puffy_face_and_eyes
Hypothyroidism,HAS_SYMPTOM,enlarged_thyroid
Hypothyroidism,HAS_SYMPTOM,brittle_nails
Hypothyroidism,HAS_SYMPTOM,swollen_extremeties
Hypothyroidism,HAS_SYMPTOM,depression
Hypothyroidism,HAS_SYMPTOM,irritability
Hypothyroidism,HAS_SYMPTOM,abnormal_menstruation
Hypothyroidism,HAS_SYMPTOM,weight_gain
Hypothyroidism,HAS_SYMPTOM,cold_hands_and_feets
Hypothyroidism,HAS_SYMPTOM,mood_swings
Hypothyroidism,HAS_SYMPTOM,lethargy
Hypothyroidism,HAS_SYMPTOM,dizziness
Hypothyroidism,HAS_SYMPTOM,puffy_face_and_eyes
Hypothyroidism,HAS_SYMPTOM,enlarged_thyroid
Hypothyroidism,HAS_SYMPTOM,brittle_nails
Hypothyroidism,HAS_SYMPTOM,swollen_extremeties
Hypothyroidism,HAS_SYMPTOM,depression
Hypothyroidism,HAS_SYMPTOM,irritability
Hypothyroidism,HAS_SYMPTOM,abnormal_menstruation
Hypothyroidism,HAS_SYMPTOM,weight_gain
Hypothyroidism,HAS_SYMPTOM,cold_hands_and_feets
Hypothyroidism,HAS_SYMPTOM,mood_swings
Hypothyroidism,HAS_SYMPTOM,lethargy
Hypothyroidism,HAS_SYMPTOM,dizziness
Hypothyroidism,HAS_SYMPTOM,puffy_face_and_eyes
Hypothyroidism,HAS_SYMPTOM,enlarged_thyroid
Hypothyroidism,HAS_SYMPTOM,brittle_nails
Hypothyroidism,HAS_SYMPTOM,swollen_extremeties
Hypothyroidism,HAS_SYMPTOM,depression
Hypothyroidism,HAS_SYMPTOM,irritability
Hypothyroidism,HAS_SYMPTOM,abnormal_menstruation
Hypothyroidism,HAS_SYMPTOM,fatigue
Hypothyroidism,HAS_SYMPTOM,cold_hands_and_feets
Hypothyroidism,HAS_SYMPTOM,mood_swings
Hypothyroidism,HAS_SYMPTOM,lethargy
Hypothyroidism,HAS_SYMPTOM,dizziness
Hypothyroidism,HAS_SYMPTOM,puffy_face_and_eyes
Hypothyroidism,HAS_SYMPTOM,enlarged_thyroid
Hypothyroidism,HAS_SYMPTOM,brittle_nails
Hypothyroidism,HAS_SYMPTOM,swollen_extremeties
Hypothyroidism,HAS_SYMPTOM,depression
Hypothyroidism,HAS_SYMPTOM,irritability
Hypothyroidism,HAS_SYMPTOM,abnormal_menstruation
Hypothyroidism,HAS_SYMPTOM,fatigue
Hypothyroidism,HAS_SYMPTOM,weight_gain
Hypothyroidism,HAS_SYMPTOM,mood_swings
Hypothyroidism,HAS_SYMPTOM,lethargy
Hypothyroidism,HAS_SYMPTOM,dizziness
Hypothyroidism,HAS_SYMPTOM,puffy_face_and_eyes
Hypothyroidism,HAS_SYMPTOM,enlarged_thyroid
Hypothyroidism,HAS_SYMPTOM,brittle_nails
Hypothyroidism,HAS_SYMPTOM,swollen_extremeties
Hypothyroidism,HAS_SYMPTOM,depression
Hypothyroidism,HAS_SYMPTOM,irritability
Hypothyroidism,HAS_SYMPTOM,abnormal_menstruation
Hypothyroidism,HAS_SYMPTOM,fatigue
Hypothyroidism,HAS_SYMPTOM,weight_gain
Hypothyroidism,HAS_SYMPTOM,cold_hands_and_feets
Hypothyroidism,HAS_SYMPTOM,lethargy
Hypothyroidism,HAS_SYMPTOM,dizziness
Hypothyroidism,HAS_SYMPTOM,puffy_face_and_eyes
Hypothyroidism,HAS_SYMPTOM,enlarged_thyroid
Hypothyroidism,HAS_SYMPTOM,brittle_nails
Hypothyroidism,HAS_SYMPTOM,swollen_extremeties
Hypothyroidism,HAS_SYMPTOM,depression
Hypothyroidism,HAS_SYMPTOM,irritability
Hypothyroidism,HAS_SYMPTOM,abnormal_menstruation
Hypothyroidism,HAS_SYMPTOM,fatigue
Hypothyroidism,HAS_SYMPTOM,weight_gain
Hypothyroidism,HAS_SYMPTOM,cold_hands_and_feets
Hypothyroidism,HAS_SYMPTOM,mood_swings
Hypothyroidism,HAS_SYMPTOM,dizziness
Hypothyroidism,HAS_SYMPTOM,puffy_face_and_eyes
Hypothyroidism,HAS_SYMPTOM,enlarged_thyroid
Hypothyroidism,HAS_SYMPTOM,brittle_nails
Hypothyroidism,HAS_SYMPTOM,swollen_extremeties
Hypothyroidism,HAS_SYMPTOM,depression
Hypothyroidism,HAS_SYMPTOM,irritability
Hypothyroidism,HAS_SYMPTOM,abnormal_menstruation
Hypothyroidism,HAS_SYMPTOM,fatigue
Hypothyroidism,HAS_SYMPTOM,weight_gain
Hypothyroidism,HAS_SYMPTOM,cold_hands_and_feets
Hypothyroidism,HAS_SYMPTOM,mood_swings
Hypothyroidism,HAS_SYMPTOM,lethargy
Hypothyroidism,HAS_SYMPTOM,puffy_face_and_eyes
Hypothyroidism,HAS_SYMPTOM,enlarged_thyroid
Hypothyroidism,HAS_SYMPTOM,brittle_nails
Hypothyroidism,HAS_SYMPTOM,swollen_extremeties
Hypothyroidism,HAS_SYMPTOM,depression
Hypothyroidism,HAS_SYMPTOM,irritability
Hypothyroidism,HAS_SYMPTOM,abnormal_menstruation
Hypothyroidism,HAS_SYMPTOM,fatigue
Hypothyroidism,HAS_SYMPTOM,weight_gain
Hypothyroidism,HAS_SYMPTOM,cold_hands_and_feets
Hypothyroidism,HAS_SYMPTOM,mood_swings
Hypothyroidism,HAS_SYMPTOM,lethargy
Hypothyroidism,HAS_SYMPTOM,dizziness
Hypothyroidism,HAS_SYMPTOM,enlarged_thyroid
Hypothyroidism,HAS_SYMPTOM,brittle_nails
Hypothyroidism,HAS_SYMPTOM,swollen_extremeties
Hypothyroidism,HAS_SYMPTOM,depression
Hypothyroidism,HAS_SYMPTOM,irritability
Hypothyroidism,HAS_SYMPTOM,abnormal_menstruation
Hyperthyroidism,HAS_SYMPTOM,fatigue
Hyperthyroidism,HAS_SYMPTOM,mood_swings
Hyperthyroidism,HAS_SYMPTOM,weight_loss
Hyperthyroidism,HAS_SYMPTOM,restlessness
Hyperthyroidism,HAS_SYMPTOM,sweating
Hyperthyroidism,HAS_SYMPTOM,diarrhoea
Hyperthyroidism,HAS_SYMPTOM,fast_heart_rate
Hyperthyroidism,HAS_SYMPTOM,excessive_hunger
Hyperthyroidism,HAS_SYMPTOM,muscle_weakness
Hyperthyroidism,HAS_SYMPTOM,irritability
Hyperthyroidism,HAS_SYMPTOM,abnormal_menstruation
Hyperthyroidism,HAS_SYMPTOM,fatigue
Hyperthyroidism,HAS_SYMPTOM,mood_swings
Hyperthyroidism,HAS_SYMPTOM,weight_loss
Hyperthyroidism,HAS_SYMPTOM,restlessness
Hyperthyroidism,HAS_SYMPTOM,sweating
Hyperthyroidism,HAS_SYMPTOM,diarrhoea
Hyperthyroidism,HAS_SYMPTOM,fast_heart_rate
Hyperthyroidism,HAS_SYMPTOM,excessive_hunger
Hyperthyroidism,HAS_SYMPTOM,muscle_weakness
Hyperthyroidism,HAS_SYMPTOM,irritability
Hyperthyroidism,HAS_SYMPTOM,abnormal_menstruation
Hyperthyroidism,HAS_SYMPTOM,mood_swings
Hyperthyroidism,HAS_SYMPTOM,weight_loss
Hyperthyroidism,HAS_SYMPTOM,restlessness
Hyperthyroidism,HAS_SYMPTOM,sweating
Hyperthyroidism,HAS_SYMPTOM,diarrhoea
Hyperthyroidism,HAS_SYMPTOM,fast_heart_rate
Hyperthyroidism,HAS_SYMPTOM,excessive_hunger
Hyperthyroidism,HAS_SYMPTOM,muscle_weakness
Hyperthyroidism,HAS_SYMPTOM,irritability
Hyperthyroidism,HAS_SYMPTOM,abnormal_menstruation
Hyperthyroidism,HAS_SYMPTOM,fatigue
Hyperthyroidism,HAS_SYMPTOM,weight_loss
Hyperthyroidism,HAS_SYMPTOM,restlessness
Hyperthyroidism,HAS_SYMPTOM,sweating
Hyperthyroidism,HAS_SYMPTOM,diarrhoea
Hyperthyroidism,HAS_SYMPTOM,fast_heart_rate
Hyperthyroidism,HAS_SYMPTOM,excessive_hunger
Hyperthyroidism,HAS_SYMPTOM,muscle_weakness
Hyperthyroidism,HAS_SYMPTOM,irritability
Hyperthyroidism,HAS_SYMPTOM,abnormal_menstruation
Hyperthyroidism,HAS_SYMPTOM,fatigue
Hyperthyroidism,HAS_SYMPTOM,mood_swings
Hyperthyroidism,HAS_SYMPTOM,restlessness
Hyperthyroidism,HAS_SYMPTOM,sweating
Hyperthyroidism,HAS_SYMPTOM,diarrhoea
Hyperthyroidism,HAS_SYMPTOM,fast_heart_rate
Hyperthyroidism,HAS_SYMPTOM,excessive_hunger
Hyperthyroidism,HAS_SYMPTOM,muscle_weakness
Hyperthyroidism,HAS_SYMPTOM,irritability
Hyperthyroidism,HAS_SYMPTOM,abnormal_menstruation
Hyperthyroidism,HAS_SYMPTOM,fatigue
Hyperthyroidism,HAS_SYMPTOM,mood_swings
Hyperthyroidism,HAS_SYMPTOM,weight_loss
Hyperthyroidism,HAS_SYMPTOM,sweating
Hyperthyroidism,HAS_SYMPTOM,diarrhoea
Hyperthyroidism,HAS_SYMPTOM,fast_heart_rate
Hyperthyroidism,HAS_SYMPTOM,excessive_hunger
Hyperthyroidism,HAS_SYMPTOM,muscle_weakness
Hyperthyroidism,HAS_SYMPTOM,irritability
Hyperthyroidism,HAS_SYMPTOM,abnormal_menstruation
Hyperthyroidism,HAS_SYMPTOM,fatigue
Hyperthyroidism,HAS_SYMPTOM,mood_swings
Hyperthyroidism,HAS_SYMPTOM,weight_loss
Hyperthyroidism,HAS_SYMPTOM,restlessness
Hyperthyroidism,HAS_SYMPTOM,diarrhoea
Hyperthyroidism,HAS_SYMPTOM,fast_heart_rate
Hyperthyroidism,HAS_SYMPTOM,excessive_hunger
Hyperthyroidism,HAS_SYMPTOM,muscle_weakness
Hyperthyroidism,HAS_SYMPTOM,irritability
Hyperthyroidism,HAS_SYMPTOM,abnormal_menstruation
Hyperthyroidism,HAS_SYMPTOM,fatigue
Hyperthyroidism,HAS_SYMPTOM,mood_swings
Hyperthyroidism,HAS_SYMPTOM,weight_loss
Hyperthyroidism,HAS_SYMPTOM,restlessness
Hyperthyroidism,HAS_SYMPTOM,sweating
Hyperthyroidism,HAS_SYMPTOM,fast_heart_rate
Hyperthyroidism,HAS_SYMPTOM,excessive_hunger
Hyperthyroidism,HAS_SYMPTOM,muscle_weakness
Hyperthyroidism,HAS_SYMPTOM,irritability
Hyperthyroidism,HAS_SYMPTOM,abnormal_menstruation
Hyperthyroidism,HAS_SYMPTOM,fatigue
Hyperthyroidism,HAS_SYMPTOM,mood_swings
Hyperthyroidism,HAS_SYMPTOM,weight_loss
Hyperthyroidism,HAS_SYMPTOM,restlessness
Hyperthyroidism,HAS_SYMPTOM,sweating
Hyperthyroidism,HAS_SYMPTOM,diarrhoea
Hyperthyroidism,HAS_SYMPTOM,excessive_hunger
Hyperthyroidism,HAS_SYMPTOM,muscle_weakness
Hyperthyroidism,HAS_SYMPTOM,irritability
Hyperthyroidism,HAS_SYMPTOM,abnormal_menstruation
Hyperthyroidism,HAS_SYMPTOM,fatigue
Hyperthyroidism,HAS_SYMPTOM,mood_swings
Hyperthyroidism,HAS_SYMPTOM,weight_loss
Hyperthyroidism,HAS_SYMPTOM,restlessness
Hyperthyroidism,HAS_SYMPTOM,sweating
Hyperthyroidism,HAS_SYMPTOM,diarrhoea
Hyperthyroidism,HAS_SYMPTOM,fast_heart_rate
Hyperthyroidism,HAS_SYMPTOM,muscle_weakness
Hyperthyroidism,HAS_SYMPTOM,irritability
Hyperthyroidism,HAS_SYMPTOM,abnormal_menstruation
Hypoglycemia,HAS_SYMPTOM,vomiting
Hypoglycemia,HAS_SYMPTOM,fatigue
Hypoglycemia,HAS_SYMPTOM,anxiety
Hypoglycemia,HAS_SYMPTOM,sweating
Hypoglycemia,HAS_SYMPTOM,headache
Hypoglycemia,HAS_SYMPTOM,nausea
Hypoglycemia,HAS_SYMPTOM,blurred_and_distorted_vision
Hypoglycemia,HAS_SYMPTOM,excessive_hunger
Hypoglycemia,HAS_SYMPTOM,slurred_speech
Hypoglycemia,HAS_SYMPTOM,irritability
Hypoglycemia,HAS_SYMPTOM,palpitations
Hypoglycemia,HAS_SYMPTOM,vomiting
Hypoglycemia,HAS_SYMPTOM,fatigue
Hypoglycemia,HAS_SYMPTOM,anxiety
Hypoglycemia,HAS_SYMPTOM,sweating
Hypoglycemia,HAS_SYMPTOM,headache
Hypoglycemia,HAS_SYMPTOM,nausea
Hypoglycemia,HAS_SYMPTOM,blurred_and_distorted_vision
Hypoglycemia,HAS_SYMPTOM,excessive_hunger
Hypoglycemia,HAS_SYMPTOM,drying_and_tingling_lips
Hypoglycemia,HAS_SYMPTOM,slurred_speech
Hypoglycemia,HAS_SYMPTOM,irritability
Hypoglycemia,HAS_SYMPTOM,palpitations
Hypoglycemia,HAS_SYMPTOM,vomiting
Hypoglycemia,HAS_SYMPTOM,fatigue
Hypoglycemia,HAS_SYMPTOM,anxiety
Hypoglycemia,HAS_SYMPTOM,sweating
Hypoglycemia,HAS_SYMPTOM,headache
Hypoglycemia,HAS_SYMPTOM,nausea
Hypoglycemia,HAS_SYMPTOM,blurred_and_distorted_vision
Hypoglycemia,HAS_SYMPTOM,excessive_hunger
Hypoglycemia,HAS_SYMPTOM,drying_and_tingling_lips
Hypoglycemia,HAS_SYMPTOM,slurred_speech
Hypoglycemia,HAS_SYMPTOM,irritability
Hypoglycemia,HAS_SYMPTOM,palpitations
Hypoglycemia,HAS_SYMPTOM,fatigue
Hypoglycemia,HAS_SYMPTOM,anxiety
Hypoglycemia,HAS_SYMPTOM,sweating
Hypoglycemia,HAS_SYMPTOM,headache
Hypoglycemia,HAS_SYMPTOM,nausea
Hypoglycemia,HAS_SYMPTOM,blurred_and_distorted_vision
Hypoglycemia,HAS_SYMPTOM,excessive_hunger
Hypoglycemia,HAS_SYMPTOM,drying_and_tingling_lips
Hypoglycemia,HAS_SYMPTOM,slurred_speech
Hypoglycemia,HAS_SYMPTOM,irritability
Hypoglycemia,HAS_SYMPTOM,palpitations
Hypoglycemia,HAS_SYMPTOM,vomiting
Hypoglycemia,HAS_SYMPTOM,anxiety
Hypoglycemia,HAS_SYMPTOM,sweating
Hypoglycemia,HAS_SYMPTOM,headache
Hypoglycemia,HAS_SYMPTOM,nausea
Hypoglycemia,HAS_SYMPTOM,blurred_and_distorted_vision
Hypoglycemia,HAS_SYMPTOM,excessive_hunger
Hypoglycemia,HAS_SYMPTOM,drying_and_tingling_lips
Hypoglycemia,HAS_SYMPTOM,slurred_speech
Hypoglycemia,HAS_SYMPTOM,irritability
Hypoglycemia,HAS_SYMPTOM,palpitations
Hypoglycemia,HAS_SYMPTOM,vomiting
Hypoglycemia,HAS_SYMPTOM,fatigue
Hypoglycemia,HAS_SYMPTOM,sweating
Hypoglycemia,HAS_SYMPTOM,headache
Hypoglycemia,HAS_SYMPTOM,nausea
