subject,predicate,object,weight
Hypoglycemia,HAS_SYMPTOM,palpitations,41.0
Hypoglycemia,HAS_SYMPTOM,vomiting,2.411764705882353
Hypoglycemia,HAS_SYMPTOM,fatigue,2.411764705882353
Hypoglycemia,HAS_SYMPTOM,anxiety,41.0
Hypoglycemia,HAS_SYMPTOM,headache,4.1
Hypoglycemia,HAS_SYMPTOM,nausea,4.1
Hypoglycemia,HAS_SYMPTOM,blurred_and_distorted_vision,13.666666666666666
Hypoglycemia,HAS_SYMPTOM,excessive_hunger,10.25
Hypoglycemia,HAS_SYMPTOM,drying_and_tingling_lips,41.0
Hypoglycemia,HAS_SYMPTOM,slurred_speech,41.0
Hypoglycemia,HAS_SYMPTOM,irritability,10.25
Hypoglycemia,HAS_SYMPTOM,palpitations,41.0
Hypoglycemia,HAS_SYMPTOM,vomiting,2.411764705882353
Hypoglycemia,HAS_SYMPTOM,fatigue,2.411764705882353
Hypoglycemia,HAS_SYMPTOM,anxiety,41.0
Hypoglycemia,HAS_SYMPTOM,sweating,6.833333333333333
Hypoglycemia,HAS_SYMPTOM,nausea,4.1
Hypoglycemia,HAS_SYMPTOM,blurred_and_distorted_vision,13.666666666666666
Hypoglycemia,HAS_SYMPTOM,excessive_hunger,10.25
Hypoglycemia,HAS_SYMPTOM,drying_and_tingling_lips,41.0
Hypoglycemia,HAS_SYMPTOM,slurred_speech,41.0
Hypoglycemia,HAS_SYMPTOM,irritability,10.25
Hypoglycemia,HAS_SYMPTOM,palpitations,41.0
Hypoglycemia,HAS_SYMPTOM,vomiting,2.411764705882353
Hypoglycemia,HAS_SYMPTOM,fatigue,2.411764705882353
Hypoglycemia,HAS_SYMPTOM,anxiety,41.0
Hypoglycemia,HAS_SYMPTOM,sweating,6.833333333333333
Hypoglycemia,HAS_SYMPTOM,headache,4.1
Hypoglycemia,HAS_SYMPTOM,blurred_and_distorted_vision,13.666666666666666
Hypoglycemia,HAS_SYMPTOM,excessive_hunger,10.25
Hypoglycemia,HAS_SYMPTOM,drying_and_tingling_lips,41.0
Hypoglycemia,HAS_SYMPTOM,slurred_speech,41.0
Hypoglycemia,HAS_SYMPTOM,irritability,10.25
Hypoglycemia,HAS_SYMPTOM,palpitations,41.0
Hypoglycemia,HAS_SYMPTOM,vomiting,2.411764705882353
Hypoglycemia,HAS_SYMPTOM,fatigue,2.411764705882353
Hypoglycemia,HAS_SYMPTOM,anxiety,41.0
Hypoglycemia,HAS_SYMPTOM,sweating,6.833333333333333
Hypoglycemia,HAS_SYMPTOM,headache,4.1
Hypoglycemia,HAS_SYMPTOM,nausea,4.1
Hypoglycemia,HAS_SYMPTOM,excessive_hunger,10.25
Hypoglycemia,HAS_SYMPTOM,drying_and_tingling_lips,41.0
Hypoglycemia,HAS_SYMPTOM,slurred_speech,41.0
Hypoglycemia,HAS_SYMPTOM,irritability,10.25
Hypoglycemia,HAS_SYMPTOM,palpitations,41.0
Osteoarthristis,HAS_SYMPTOM,joint_pain,6.833333333333333
Osteoarthristis,HAS_SYMPTOM,neck_pain,20.5
Osteoarthristis,HAS_SYMPTOM,knee_pain,41.0
Osteoarthristis,HAS_SYMPTOM,hip_joint_pain,41.0
Osteoarthristis,HAS_SYMPTOM,swelling_joints,20.5
Osteoarthristis,HAS_SYMPTOM,painful_walking,20.5
Osteoarthristis,HAS_SYMPTOM,joint_pain,6.833333333333333
Osteoarthristis,HAS_SYMPTOM,neck_pain,20.5
Osteoarthristis,HAS_SYMPTOM,knee_pain,41.0
Osteoarthristis,HAS_SYMPTOM,hip_joint_pain,41.0
Osteoarthristis,HAS_SYMPTOM,swelling_joints,20.5
Osteoarthristis,HAS_SYMPTOM,painful_walking,20.5
Osteoarthristis,HAS_SYMPTOM,neck_pain,20.5
Osteoarthristis,HAS_SYMPTOM,knee_pain,41.0
Osteoarthristis,HAS_SYMPTOM,hip_joint_pain,41.0
Osteoarthristis,HAS_SYMPTOM,swelling_joints,20.5
Osteoarthristis,HAS_SYMPTOM,painful_walking,20.5
Osteoarthristis,HAS_SYMPTOM,joint_pain,6.833333333333333
Osteoarthristis,HAS_SYMPTOM,knee_pain,41.0
Osteoarthristis,HAS_SYMPTOM,hip_joint_pain,41.0
Osteoarthristis,HAS_SYMPTOM,swelling_joints,20.5
Osteoarthristis,HAS_SYMPTOM,painful_walking,20.5
Osteoarthristis,HAS_SYMPTOM,joint_pain,6.833333333333333
Osteoarthristis,HAS_SYMPTOM,neck_pain,20.5
Osteoarthristis,HAS_SYMPTOM,hip_joint_pain,41.0
Osteoarthristis,HAS_SYMPTOM,swelling_joints,20.5
Osteoarthristis,HAS_SYMPTOM,painful_walking,20.5
Osteoarthristis,HAS_SYMPTOM,joint_pain,6.833333333333333
Osteoarthristis,HAS_SYMPTOM,neck_pain,20.5
Osteoarthristis,HAS_SYMPTOM,knee_pain,41.0
Osteoarthristis,HAS_SYMPTOM,swelling_joints,20.5
Osteoarthristis,HAS_SYMPTOM,painful_walking,20.5
Osteoarthristis,HAS_SYMPTOM,joint_pain,6.833333333333333
Osteoarthristis,HAS_SYMPTOM,neck_pain,20.5
Osteoarthristis,HAS_SYMPTOM,knee_pain,41.0
Osteoarthristis,HAS_SYMPTOM,hip_joint_pain,41.0
Osteoarthristis,HAS_SYMPTOM,painful_walking,20.5
Osteoarthristis,HAS_SYMPTOM,joint_pain,6.833333333333333
Osteoarthristis,HAS_SYMPTOM,neck_pain,20.5
Osteoarthristis,HAS_SYMPTOM,knee_pain,41.0
Osteoarthristis,HAS_SYMPTOM,hip_joint_pain,41.0
Osteoarthristis,HAS_SYMPTOM,swelling_joints,20.5
Osteoarthristis,HAS_SYMPTOM,joint_pain,6.833333333333333
Osteoarthristis,HAS_SYMPTOM,neck_pain,20.5
Osteoarthristis,HAS_SYMPTOM,knee_pain,41.0
Osteoarthristis,HAS_SYMPTOM,hip_joint_pain,41.0
Osteoarthristis,HAS_SYMPTOM,swelling_joints,20.5
Osteoarthristis,HAS_SYMPTOM,painful_walking,20.5
Osteoarthristis,HAS_SYMPTOM,joint_pain,6.833333333333333
Osteoarthristis,HAS_SYMPTOM,neck_pain,20.5
Osteoarthristis,HAS_SYMPTOM,knee_pain,41.0
Osteoarthristis,HAS_SYMPTOM,hip_joint_pain,41.0
Osteoarthristis,HAS_SYMPTOM,swelling_joints,20.5
Osteoarthristis,HAS_SYMPTOM,painful_walking,20.5
Arthritis,HAS_SYMPTOM,muscle_weakness,20.5
Arthritis,HAS_SYMPTOM,stiff_neck,20.5
Arthritis,HAS_SYMPTOM,swelling_joints,20.5
Arthritis,HAS_SYMPTOM,movement_stiffness,41.0
Arthritis,HAS_SYMPTOM,painful_walking,20.5
Arthritis,HAS_SYMPTOM,muscle_weakness,20.5
Arthritis,HAS_SYMPTOM,stiff_neck,20.5
Arthritis,HAS_SYMPTOM,swelling_joints,20.5
Arthritis,HAS_SYMPTOM,movement_stiffness,41.0
Arthritis,HAS_SYMPTOM,painful_walking,20.5
Arthritis,HAS_SYMPTOM,stiff_neck,20.5
Arthritis,HAS_SYMPTOM,swelling_joints,20.5
Arthritis,HAS_SYMPTOM,movement_stiffness,41.0
Arthritis,HAS_SYMPTOM,painful_walking,20.5
Arthritis,HAS_SYMPTOM,muscle_weakness,20.5
Arthritis,HAS_SYMPTOM,swelling_joints,20.5
Arthritis,HAS_SYMPTOM,movement_stiffness,41.0
Arthritis,HAS_SYMPTOM,painful_walking,20.5
Arthritis,HAS_SYMPTOM,muscle_weakness,20.5
Arthritis,HAS_SYMPTOM,stiff_neck,20.5
Arthritis,HAS_SYMPTOM,movement_stiffness,41.0
Arthritis,HAS_SYMPTOM,painful_walking,20.5
Arthritis,HAS_SYMPTOM,muscle_weakness,20.5
Arthritis,HAS_SYMPTOM,stiff_neck,20.5
Arthritis,HAS_SYMPTOM,swelling_joints,20.5
Arthritis,HAS_SYMPTOM,painful_walking,20.5
Arthritis,HAS_SYMPTOM,muscle_weakness,20.5
Arthritis,HAS_SYMPTOM,stiff_neck,20.5
Arthritis,HAS_SYMPTOM,swelling_joints,20.5
Arthritis,HAS_SYMPTOM,movement_stiffness,41.0
Arthritis,HAS_SYMPTOM,painful_walking,20.5
Arthritis,HAS_SYMPTOM,muscle_weakness,20.5
Arthritis,HAS_SYMPTOM,stiff_neck,20.5
Arthritis,HAS_SYMPTOM,swelling_joints,20.5
Arthritis,HAS_SYMPTOM,movement_stiffness,41.0
Arthritis,HAS_SYMPTOM,muscle_weakness,20.5
Arthritis,HAS_SYMPTOM,stiff_neck,20.5
Arthritis,HAS_SYMPTOM,swelling_joints,20.5
Arthritis,HAS_SYMPTOM,movement_stiffness,41.0
Arthritis,HAS_SYMPTOM,painful_walking,20.5
Arthritis,HAS_SYMPTOM,muscle_weakness,20.5
Arthritis,HAS_SYMPTOM,stiff_neck,20.5
Arthritis,HAS_SYMPTOM,swelling_joints,20.5
Arthritis,HAS_SYMPTOM,movement_stiffness,41.0
Arthritis,HAS_SYMPTOM,painful_walking,20.5
(vertigo) Paroymsal  Positional Vertigo,HAS_SYMPTOM,vomiting,2.411764705882353
(vertigo) Paroymsal  Positional Vertigo,HAS_SYMPTOM,headache,4.1
(vertigo) Paroymsal  Positional Vertigo,HAS_SYMPTOM,nausea,4.1
(vertigo) Paroymsal  Positional Vertigo,HAS_SYMPTOM,spinning_movements,41.0
(vertigo) Paroymsal  Positional Vertigo,HAS_SYMPTOM,loss_of_balance,13.666666666666666
(vertigo) Paroymsal  Positional Vertigo,HAS_SYMPTOM,unsteadiness,41.0
(vertigo) Paroymsal  Positional Vertigo,HAS_SYMPTOM,vomiting,2.411764705882353
(vertigo) Paroymsal  Positional Vertigo,HAS_SYMPTOM,headache,4.1
(vertigo) Paroymsal  Positional Vertigo,HAS_SYMPTOM,nausea,4.1
(vertigo) Paroymsal  Positional Vertigo,HAS_SYMPTOM,spinning_movements,41.0
(vertigo) Paroymsal  Positional Vertigo,HAS_SYMPTOM,loss_of_balance,13.666666666666666
(vertigo) Paroymsal  Positional Vertigo,HAS_SYMPTOM,unsteadiness,41.0
(vertigo) Paroymsal  Positional Vertigo,HAS_SYMPTOM,headache,4.1
(vertigo) Paroymsal  Positional Vertigo,HAS_SYMPTOM,nausea,4.1
(vertigo) Paroymsal  Positional Vertigo,HAS_SYMPTOM,spinning_movements,41.0
(vertigo) Paroymsal  Positional Vertigo,HAS_SYMPTOM,loss_of_balance,13.666666666666666
(vertigo) Paroymsal  Positional Vertigo,HAS_SYMPTOM,unsteadiness,41.0
(vertigo) Paroymsal  Positional Vertigo,HAS_SYMPTOM,vomiting,2.411764705882353
(vertigo) Paroymsal  Positional Vertigo,HAS_SYMPTOM,nausea,4.1
(vertigo) Paroymsal  Positional Vertigo,HAS_SYMPTOM,spinning_movements,41.0
(vertigo) Paroymsal  Positional Vertigo,HAS_SYMPTOM,loss_of_balance,13.666666666666666
(vertigo) Paroymsal  Positional Vertigo,HAS_SYMPTOM,unsteadiness,41.0
(vertigo) Paroymsal  Positional Vertigo,HAS_SYMPTOM,vomiting,2.411764705882353
(vertigo) Paroymsal  Positional Vertigo,HAS_SYMPTOM,headache,4.1
(vertigo) Paroymsal  Positional Vertigo,HAS_SYMPTOM,spinning_movements,41.0
(vertigo) Paroymsal  Positional Vertigo,HAS_SYMPTOM,loss_of_balance,13.666666666666666
(vertigo) Paroymsal  Positional Vertigo,HAS_SYMPTOM,unsteadiness,41.0
(vertigo) Paroymsal  Positional Vertigo,HAS_SYMPTOM,vomiting,2.411764705882353
(vertigo) Paroymsal  Positional Vertigo,HAS_SYMPTOM,headache,4.1
(vertigo) Paroymsal  Positional Vertigo,HAS_SYMPTOM,nausea,4.1
(vertigo) Paroymsal  Positional Vertigo,HAS_SYMPTOM,loss_of_balance,13.666666666666666
(vertigo) Paroymsal  Positional Vertigo,HAS_SYMPTOM,unsteadiness,41.0
(vertigo) Paroymsal  Positional Vertigo,HAS_SYMPTOM,vomiting,2.411764705882353
(vertigo) Paroymsal  Positional Vertigo,HAS_SYMPTOM,headache,4.1
(vertigo) Paroymsal  Positional Vertigo,HAS_SYMPTOM,nausea,4.1
(vertigo) Paroymsal  Positional Vertigo,HAS_SYMPTOM,spinning_movements,41.0
(vertigo) Paroymsal  Positional Vertigo,HAS_SYMPTOM,unsteadiness,41.0
(vertigo) Paroymsal  Positional Vertigo,HAS_SYMPTOM,vomiting,2.411764705882353
(vertigo) Paroymsal  Positional Vertigo,HAS_SYMPTOM,headache,4.1
(vertigo) Paroymsal  Positional Vertigo,HAS_SYMPTOM,nausea,4.1
(vertigo) Paroymsal  Positional Vertigo,HAS_SYMPTOM,spinning_movements,41.0
(vertigo) Paroymsal  Positional Vertigo,HAS_SYMPTOM,loss_of_balance,13.666666666666666
(vertigo) Paroymsal  Positional Vertigo,HAS_SYMPTOM,vomiting,2.411764705882353
(vertigo) Paroymsal  Positional Vertigo,HAS_SYMPTOM,headache,4.1
(vertigo) Paroymsal  Positional Vertigo,HAS_SYMPTOM,nausea,4.1
(vertigo) Paroymsal  Positional Vertigo,HAS_SYMPTOM,spinning_movements,41.0
(vertigo) Paroymsal  Positional Vertigo,HAS_SYMPTOM,loss_of_balance,13.666666666666666
(vertigo) Paroymsal  Positional Vertigo,HAS_SYMPTOM,unsteadiness,41.0
(vertigo) Paroymsal  Positional Vertigo,HAS_SYMPTOM,vomiting,2.411764705882353
(vertigo) Paroymsal  Positional Vertigo,HAS_SYMPTOM,headache,4.1
(vertigo) Paroymsal  Positional Vertigo,HAS_SYMPTOM,nausea,4.1
(vertigo) Paroymsal  Positional Vertigo,HAS_SYMPTOM,loss_of_balance,13.666666666666666
(vertigo) Paroymsal  Positional Vertigo,HAS_SYMPTOM,unsteadiness,41.0
Acne,HAS_SYMPTOM,skin_rash,5.857142857142857
Acne,HAS_SYMPTOM,pus_filled_pimples,41.0
Acne,HAS_SYMPTOM,blackheads,41.0
Acne,HAS_SYMPTOM,scurring,41.0
Acne,HAS_SYMPTOM,skin_rash,5.857142857142857
Acne,HAS_SYMPTOM,pus_filled_pimples,41.0
Acne,HAS_SYMPTOM,blackheads,41.0
Acne,HAS_SYMPTOM,scurring,41.0
Acne,HAS_SYMPTOM,pus_filled_pimples,41.0
Acne,HAS_SYMPTOM,blackheads,41.0
Acne,HAS_SYMPTOM,scurring,41.0
Acne,HAS_SYMPTOM,skin_rash,5.857142857142857
Acne,HAS_SYMPTOM,blackheads,41.0
Acne,HAS_SYMPTOM,scurring,41.0
Acne,HAS_SYMPTOM,skin_rash,5.857142857142857
Acne,HAS_SYMPTOM,pus_filled_pimples,41.0
Acne,HAS_SYMPTOM,scurring,41.0
Acne,HAS_SYMPTOM,skin_rash,5.857142857142857
Acne,HAS_SYMPTOM,pus_filled_pimples,41.0
Acne,HAS_SYMPTOM,blackheads,41.0
Acne,HAS_SYMPTOM,skin_rash,5.857142857142857
Acne,HAS_SYMPTOM,pus_filled_pimples,41.0
Acne,HAS_SYMPTOM,blackheads,41.0
Acne,HAS_SYMPTOM,scurring,41.0
Acne,HAS_SYMPTOM,skin_rash,5.857142857142857
Acne,HAS_SYMPTOM,pus_filled_pimples,41.0
Acne,HAS_SYMPTOM,blackheads,41.0
Acne,HAS_SYMPTOM,skin_rash,5.857142857142857
Acne,HAS_SYMPTOM,pus_filled_pimples,41.0
Acne,HAS_SYMPTOM,scurring,41.0
Acne,HAS_SYMPTOM,skin_rash,5.857142857142857
Acne,HAS_SYMPTOM,blackheads,41.0
Acne,HAS_SYMPTOM,scurring,41.0
Urinary tract infection,HAS_SYMPTOM,burning_micturition,20.5
Urinary tract infection,HAS_SYMPTOM,bladder_discomfort,41.0
Urinary tract infection,HAS_SYMPTOM,foul_smell_of urine,41.0
Urinary tract infection,HAS_SYMPTOM,continuous_feel_of_urine,41.0
Urinary tract infection,HAS_SYMPTOM,burning_micturition,20.5
Urinary tract infection,HAS_SYMPTOM,bladder_discomfort,41.0
Urinary tract infection,HAS_SYMPTOM,foul_smell_of urine,41.0
Urinary tract infection,HAS_SYMPTOM,continuous_feel_of_urine,41.0
Urinary tract infection,HAS_SYMPTOM,bladder_discomfort,41.0
Urinary tract infection,HAS_SYMPTOM,foul_smell_of urine,41.0
Urinary tract infection,HAS_SYMPTOM,continuous_feel_of_urine,41.0
Urinary tract infection,HAS_SYMPTOM,burning_micturition,20.5
Urinary tract infection,HAS_SYMPTOM,foul_smell_of urine,41.0
Urinary tract infection,HAS_SYMPTOM,continuous_feel_of_urine,41.0
Urinary tract infection,HAS_SYMPTOM,burning_micturition,20.5
Urinary tract infection,HAS_SYMPTOM,bladder_discomfort,41.0
Urinary tract infection,HAS_SYMPTOM,continuous_feel_of_urine,41.0
Urinary tract infection,HAS_SYMPTOM,burning_micturition,20.5
Urinary tract infection,HAS_SYMPTOM,bladder_discomfort,41.0
Urinary tract infection,HAS_SYMPTOM,foul_smell_of urine,41.0
Urinary tract infection,HAS_SYMPTOM,burning_micturition,20.5
Urinary tract infection,HAS_SYMPTOM,bladder_discomfort,41.0
Urinary tract infection,HAS_SYMPTOM,foul_smell_of urine,41.0
Urinary tract infection,HAS_SYMPTOM,continuous_feel_of_urine,41.0
Urinary tract infection,HAS_SYMPTOM,burning_micturition,20.5
Urinary tract infection,HAS_SYMPTOM,bladder_discomfort,41.0
Urinary tract infection,HAS_SYMPTOM,continuous_feel_of_urine,41.0
Urinary tract infection,HAS_SYMPTOM,bladder_discomfort,41.0
Urinary tract infection,HAS_SYMPTOM,foul_smell_of urine,41.0
Urinary tract infection,HAS_SYMPTOM,continuous_feel_of_urine,41.0
Urinary tract infection,HAS_SYMPTOM,burning_micturition,20.5
Urinary tract infection,HAS_SYMPTOM,bladder_discomfort,41.0
Urinary tract infection,HAS_SYMPTOM,continuous_feel_of_urine,41.0
Psoriasis,HAS_SYMPTOM,skin_rash,5.857142857142857
Psoriasis,HAS_SYMPTOM,joint_pain,6.833333333333333
Psoriasis,HAS_SYMPTOM,skin_peeling,41.0
Psoriasis,HAS_SYMPTOM,silver_like_dusting,41.0
Psoriasis,HAS_SYMPTOM,small_dents_in_nails,41.0
Psoriasis,HAS_SYMPTOM,inflammatory_nails,41.0
Psoriasis,HAS_SYMPTOM,skin_rash,5.857142857142857
Psoriasis,HAS_SYMPTOM,joint_pain,6.833333333333333
Psoriasis,HAS_SYMPTOM,skin_peeling,41.0
Psoriasis,HAS_SYMPTOM,silver_like_dusting,41.0
Psoriasis,HAS_SYMPTOM,small_dents_in_nails,41.0
Psoriasis,HAS_SYMPTOM,inflammatory_nails,41.0
Psoriasis,HAS_SYMPTOM,joint_pain,6.833333333333333
Psoriasis,HAS_SYMPTOM,skin_peeling,41.0
Psoriasis,HAS_SYMPTOM,silver_like_dusting,41.0
Psoriasis,HAS_SYMPTOM,small_dents_in_nails,41.0
Psoriasis,HAS_SYMPTOM,inflammatory_nails,41.0
Psoriasis,HAS_SYMPTOM,skin_rash,5.857142857142857
Psoriasis,HAS_SYMPTOM,skin_peeling,41.0
Psoriasis,HAS_SYMPTOM,silver_like_dusting,41.0
Psoriasis,HAS_SYMPTOM,small_dents_in_nails,41.0
Psoriasis,HAS_SYMPTOM,inflammatory_nails,41.0
Psoriasis,HAS_SYMPTOM,skin_rash,5.857142857142857
Psoriasis,HAS_SYMPTOM,joint_pain,6.833333333333333
Psoriasis,HAS_SYMPTOM,silver_like_dusting,41.0
Psoriasis,HAS_SYMPTOM,small_dents_in_nails,41.0
Psoriasis,HAS_SYMPTOM,inflammatory_nails,41.0
Psoriasis,HAS_SYMPTOM,skin_rash,5.857142857142857
Psoriasis,HAS_SYMPTOM,joint_pain,6.833333333333333
Psoriasis,HAS_SYMPTOM,skin_peeling,41.0
Psoriasis,HAS_SYMPTOM,small_dents_in_nails,41.0
Psoriasis,HAS_SYMPTOM,inflammatory_nails,41.0
Psoriasis,HAS_SYMPTOM,skin_rash,5.857142857142857
Psoriasis,HAS_SYMPTOM,joint_pain,6.833333333333333
Psoriasis,HAS_SYMPTOM,skin_peeling,41.0
Psoriasis,HAS_SYMPTOM,silver_like_dusting,41.0
Psoriasis,HAS_SYMPTOM,inflammatory_nails,41.0
Psoriasis,HAS_SYMPTOM,skin_rash,5.857142857142857
Psoriasis,HAS_SYMPTOM,joint_pain,6.833333333333333
Psoriasis,HAS_SYMPTOM,skin_peeling,41.0
Psoriasis,HAS_SYMPTOM,silver_like_dusting,41.0
Psoriasis,HAS_SYMPTOM,small_dents_in_nails,41.0
Psoriasis,HAS_SYMPTOM,skin_rash,5.857142857142857
Psoriasis,HAS_SYMPTOM,joint_pain,6.833333333333333
Psoriasis,HAS_SYMPTOM,skin_peeling,41.0
Psoriasis,HAS_SYMPTOM,silver_like_dusting,41.0
Psoriasis,HAS_SYMPTOM,small_dents_in_nails,41.0
Psoriasis,HAS_SYMPTOM,inflammatory_nails,41.0
Psoriasis,HAS_SYMPTOM,skin_rash,5.857142857142857
Psoriasis,HAS_SYMPTOM,joint_pain,6.833333333333333
Psoriasis,HAS_SYMPTOM,skin_peeling,41.0
Psoriasis,HAS_SYMPTOM,silver_like_dusting,41.0
Psoriasis,HAS_SYMPTOM,small_dents_in_nails,41.0
Psoriasis,HAS_SYMPTOM,inflammatory_nails,41.0
Impetigo,HAS_SYMPTOM,skin_rash,5.857142857142857
Impetigo,HAS_SYMPTOM,high_fever,3.4166666666666665
Impetigo,HAS_SYMPTOM,blister,41.0
Impetigo,HAS_SYMPTOM,red_sore_around_nose,41.0
Impetigo,HAS_SYMPTOM,yellow_crust_ooze,41.0
Impetigo,HAS_SYMPTOM,skin_rash,5.857142857142857
Impetigo,HAS_SYMPTOM,high_fever,3.4166666666666665
Impetigo,HAS_SYMPTOM,blister,41.0
Impetigo,HAS_SYMPTOM,red_sore_around_nose,41.0
Impetigo,HAS_SYMPTOM,yellow_crust_ooze,41.0
Impetigo,HAS_SYMPTOM,high_fever,3.4166666666666665
Impetigo,HAS_SYMPTOM,blister,41.0
Impetigo,HAS_SYMPTOM,red_sore_around_nose,41.0
Impetigo,HAS_SYMPTOM,yellow_crust_ooze,41.0
Impetigo,HAS_SYMPTOM,skin_rash,5.857142857142857
Impetigo,HAS_SYMPTOM,blister,41.0
Impetigo,HAS_SYMPTOM,red_sore_around_nose,41.0
Impetigo,HAS_SYMPTOM,yellow_crust_ooze,41.0
Impetigo,HAS_SYMPTOM,skin_rash,5.857142857142857
Impetigo,HAS_SYMPTOM,blister,41.0
Impetigo,HAS_SYMPTOM,red_sore_around_nose,41.0
Impetigo,HAS_SYMPTOM,yellow_crust_ooze,41.0
Impetigo,HAS_SYMPTOM,skin_rash,5.857142857142857
Impetigo,HAS_SYMPTOM,high_fever,3.4166666666666665
Impetigo,HAS_SYMPTOM,red_sore_around_nose,41.0
Impetigo,HAS_SYMPTOM,yellow_crust_ooze,41.0
Impetigo,HAS_SYMPTOM,skin_rash,5.857142857142857
Impetigo,HAS_SYMPTOM,high_fever,3.4166666666666665
Impetigo,HAS_SYMPTOM,blister,41.0
Impetigo,HAS_SYMPTOM,yellow_crust_ooze,41.0
Impetigo,HAS_SYMPTOM,skin_rash,5.857142857142857
Impetigo,HAS_SYMPTOM,high_fever,3.4166666666666665
Impetigo,HAS_SYMPTOM,blister,41.0
Impetigo,HAS_SYMPTOM,red_sore_around_nose,41.0
Impetigo,HAS_SYMPTOM,skin_rash,5.857142857142857
Impetigo,HAS_SYMPTOM,high_fever,3.4166666666666665
Impetigo,HAS_SYMPTOM,blister,41.0
Impetigo,HAS_SYMPTOM,red_sore_around_nose,41.0
Impetigo,HAS_SYMPTOM,yellow_crust_ooze,41.0
Impetigo,HAS_SYMPTOM,skin_rash,5.857142857142857
Impetigo,HAS_SYMPTOM,blister,41.0
Impetigo,HAS_SYMPTOM,red_sore_around_nose,41.0
Impetigo,HAS_SYMPTOM,yellow_crust_ooze,41.0
Fungal infection,HAS_SYMPTOM,itching,6.833333333333333
Fungal infection,HAS_SYMPTOM,skin_rash,5.857142857142857
Fungal infection,HAS_SYMPTOM,nodal_skin_eruptions,41.0
Fungal infection,HAS_SYMPTOM,dischromic _patches,41.0
Fungal infection,HAS_SYMPTOM,skin_rash,5.857142857142857
Fungal infection,HAS_SYMPTOM,nodal_skin_eruptions,41.0
Fungal infection,HAS_SYMPTOM,dischromic _patches,41.0
Fungal infection,HAS_SYMPTOM,itching,6.833333333333333
Fungal infection,HAS_SYMPTOM,nodal_skin_eruptions,41.0
Fungal infection,HAS_SYMPTOM,dischromic _patches,41.0
Fungal infection,HAS_SYMPTOM,itching,6.833333333333333
Fungal infection,HAS_SYMPTOM,skin_rash,5.857142857142857
Fungal infection,HAS_SYMPTOM,dischromic _patches,41.0
Fungal infection,HAS_SYMPTOM,itching,6.833333333333333
Fungal infection,HAS_SYMPTOM,skin_rash,5.857142857142857
Fungal infection,HAS_SYMPTOM,nodal_skin_eruptions,41.0
Fungal infection,HAS_SYMPTOM,skin_rash,5.857142857142857
Fungal infection,HAS_SYMPTOM,nodal_skin_eruptions,41.0
Fungal infection,HAS_SYMPTOM,dischromic _patches,41.0
Fungal infection,HAS_SYMPTOM,itching,6.833333333333333
Fungal infection,HAS_SYMPTOM,nodal_skin_eruptions,41.0
Fungal infection,HAS_SYMPTOM,dischromic _patches,41.0
Fungal infection,HAS_SYMPTOM,itching,6.833333333333333
Fungal infection,HAS_SYMPTOM,skin_rash,5.857142857142857
Fungal infection,HAS_SYMPTOM,dischromic _patches,41.0
Fungal infection,HAS_SYMPTOM,itching,6.833333333333333
Fungal infection,HAS_SYMPTOM,skin_rash,5.857142857142857
Fungal infection,HAS_SYMPTOM,nodal_skin_eruptions,41.0
Fungal infection,HAS_SYMPTOM,itching,6.833333333333333
Fungal infection,HAS_SYMPTOM,skin_rash,5.857142857142857
Fungal infection,HAS_SYMPTOM,nodal_skin_eruptions,41.0
Fungal infection,HAS_SYMPTOM,dischromic _patches,41.0
Allergy,HAS_SYMPTOM,continuous_sneezing,20.5
Allergy,HAS_SYMPTOM,shivering,41.0
Allergy,HAS_SYMPTOM,chills,5.857142857142857
Allergy,HAS_SYMPTOM,watering_from_eyes,41.0
Allergy,HAS_SYMPTOM,shivering,41.0
Allergy,HAS_SYMPTOM,chills,5.857142857142857
Allergy,HAS_SYMPTOM,watering_from_eyes,41.0
Allergy,HAS_SYMPTOM,continuous_sneezing,20.5
Allergy,HAS_SYMPTOM,chills,5.857142857142857
Allergy,HAS_SYMPTOM,watering_from_eyes,41.0
Allergy,HAS_SYMPTOM,continuous_sneezing,20.5
Allergy,HAS_SYMPTOM,shivering,41.0
Allergy,HAS_SYMPTOM,watering_from_eyes,41.0
Allergy,HAS_SYMPTOM,continuous_sneezing,20.5
Allergy,HAS_SYMPTOM,shivering,41.0
Allergy,HAS_SYMPTOM,chills,5.857142857142857
Allergy,HAS_SYMPTOM,shivering,41.0
Allergy,HAS_SYMPTOM,chills,5.857142857142857
Allergy,HAS_SYMPTOM,watering_from_eyes,41.0
Allergy,HAS_SYMPTOM,continuous_sneezing,20.5
Allergy,HAS_SYMPTOM,chills,5.857142857142857
Allergy,HAS_SYMPTOM,watering_from_eyes,41.0
Allergy,HAS_SYMPTOM,continuous_sneezing,20.5
Allergy,HAS_SYMPTOM,shivering,41.0
Allergy,HAS_SYMPTOM,watering_from_eyes,41.0
Allergy,HAS_SYMPTOM,continuous_sneezing,20.5
Allergy,HAS_SYMPTOM,shivering,41.0
Allergy,HAS_SYMPTOM,chills,5.857142857142857
Allergy,HAS_SYMPTOM,continuous_sneezing,20.5
Allergy,HAS_SYMPTOM,shivering,41.0
Allergy,HAS_SYMPTOM,chills,5.857142857142857
Allergy,HAS_SYMPTOM,watering_from_eyes,41.0
GERD,HAS_SYMPTOM,stomach_pain,20.5
